Date,Open,High,Low,Close,Adj Close,Volume
2021-11-09,80.12000274658203,80.69000244140625,79.75,80.51000213623047,78.0140380859375,1787200
2021-11-10,80.5999984741211,81.5,80.52999877929688,80.6500015258789,78.14969635009766,2253500
2021-11-11,80.87999725341797,81.55999755859375,80.58000183105469,81.06999969482422,78.55667114257812,2100000
2021-11-12,81.20999908447266,82.52999877929688,81.06999969482422,81.9800033569336,79.4384536743164,2131000
2021-11-15,82.29000091552734,82.68000030517578,81.72000122070312,81.94999694824219,79.40937805175781,2007700
2021-11-16,82.0,82.54000091552734,81.54000091552734,81.75,79.21556854248047,2006200
2021-11-17,81.37000274658203,81.72000122070312,80.43000030517578,80.98999786376953,78.47914123535156,3018800
2021-11-18,81.5,81.62999725341797,79.56999969482422,81.04000091552734,78.76100158691406,4304800
2021-11-19,81.29000091552734,82.83999633789062,80.6500015258789,81.98999786376953,79.68427276611328,4154400
2021-11-22,82.16999816894531,82.80999755859375,81.23999786376953,81.38999938964844,79.10115051269531,3135200
2021-11-23,81.08999633789062,81.54000091552734,79.95999908447266,80.76000213623047,78.4888687133789,3351500
2021-11-24,79.97000122070312,80.94000244140625,79.54000091552734,80.73999786376953,78.46942901611328,2205600
2021-11-26,80.02999877929688,80.18000030517578,78.0999984741211,78.4000015258789,76.19523620605469,1727600
2021-11-29,79.30999755859375,80.13999938964844,78.5199966430664,79.70999908447266,77.46839141845703,2404200
2021-11-30,79.55000305175781,79.6500015258789,77.47000122070312,77.9800033569336,75.78704071044922,4891600
2021-12-01,79.0,79.44000244140625,76.79000091552734,76.86000061035156,74.69853973388672,3123400
2021-12-02,77.47000122070312,79.72000122070312,76.88999938964844,79.43000030517578,77.1962661743164,3070700
2021-12-03,79.87999725341797,80.0199966430664,77.77999877929688,78.5199966430664,76.31185150146484,3494000
2021-12-06,79.47000122070312,81.29000091552734,78.51000213623047,80.72000122070312,78.44999694824219,2877900
2021-12-07,81.58000183105469,82.38999938964844,81.29000091552734,81.44999694824219,79.15945434570312,2848500
2021-12-08,81.73999786376953,82.18000030517578,81.19999694824219,81.22000122070312,78.93592071533203,2472200
2021-12-09,80.8499984741211,81.23999786376953,80.55999755859375,80.98999786376953,78.71239471435547,2160000
2021-12-10,81.25,82.27999877929688,81.25,82.0999984741211,79.79118347167969,2435900
2021-12-13,82.0,82.38999938964844,81.43000030517578,81.93000030517578,79.62596130371094,2180000
2021-12-14,81.36000061035156,82.70999908447266,81.16999816894531,81.87999725341797,79.57736206054688,2490100
2021-12-15,81.94000244140625,83.05000305175781,81.2300033569336,82.9000015258789,80.56867980957031,2938000
2021-12-16,84.29000091552734,85.33999633789062,83.62000274658203,84.68000030517578,82.29862213134766,5230400
2021-12-17,84.2699966430664,85.94000244140625,84.04000091552734,84.81999969482422,82.4346923828125,7361900
2021-12-20,83.62000274658203,84.06999969482422,81.8499984741211,82.91000366210938,80.57839965820312,2055300
2021-12-21,83.5199966430664,85.30999755859375,83.36000061035156,85.19999694824219,82.80400085449219,2186100
2021-12-22,84.91999816894531,85.97000122070312,84.83000183105469,85.9000015258789,83.48432159423828,1947200
2021-12-23,86.05000305175781,86.97000122070312,85.93000030517578,86.29000091552734,83.86334991455078,1647300
2021-12-27,86.44000244140625,88.18000030517578,86.36000061035156,88.08999633789062,85.61272430419922,1883500
2021-12-28,88.2699966430664,88.88999938964844,87.98999786376953,88.7300033569336,86.23473358154297,1516500
2021-12-29,88.68000030517578,90.08000183105469,88.5199966430664,89.58999633789062,87.07054138183594,2060900
2021-12-30,89.58999633789062,89.94999694824219,88.83000183105469,88.94000244140625,86.43883514404297,1412700
2021-12-31,88.72000122070312,89.16999816894531,88.6500015258789,88.72000122070312,86.22500610351562,1356500
2022-01-03,88.68000030517578,89.97000122070312,88.38999938964844,89.56999969482422,87.05110931396484,2673800
2022-01-04,89.56999969482422,92.02999877929688,89.55000305175781,91.41999816894531,88.84907531738281,2702700
2022-01-05,91.41999816894531,91.91999816894531,89.9800033569336,90.0199966430664,87.48844909667969,2523700
2022-01-06,90.08999633789062,90.69999694824219,87.98999786376953,88.2300033569336,85.74878692626953,3207600
2022-01-07,88.16999816894531,88.16999816894531,86.9800033569336,87.41999816894531,84.96157836914062,2755000
2022-01-10,85.93000030517578,86.75,84.88999938964844,86.68000030517578,84.24238586425781,3504400
2022-01-11,86.5,88.02999877929688,85.5199966430664,87.97000122070312,85.49610137939453,2797400
2022-01-12,88.44000244140625,89.61000061035156,87.62000274658203,88.06999969482422,85.59329223632812,2858300
2022-01-13,88.11000061035156,88.4800033569336,87.0199966430664,87.19999694824219,84.74774169921875,2556600
2022-01-14,86.0,87.30999755859375,85.97000122070312,87.19999694824219,84.74774169921875,2327000
2022-01-18,85.5199966430664,86.80000305175781,85.38999938964844,86.19000244140625,83.76616668701172,2345900
2022-01-19,86.26000213623047,87.02999877929688,85.9000015258789,86.04000091552734,83.6203842163086,2626000
2022-01-20,86.27999877929688,87.55999755859375,85.62000274658203,85.69000244140625,83.28022766113281,2453400
2022-01-21,86.16999816894531,86.93000030517578,84.12999725341797,84.26000213623047,81.89043426513672,4225700
2022-01-24,84.91999816894531,85.19999694824219,81.79000091552734,85.0999984741211,82.70681762695312,5056100
2022-01-25,83.95999908447266,84.1500015258789,82.06999969482422,82.25,79.93696594238281,3805900
2022-01-26,82.66999816894531,84.06999969482422,80.97000122070312,81.83000183105469,79.52877807617188,2866600
2022-01-27,82.31999969482422,83.93000030517578,81.30000305175781,81.79000091552734,79.48990631103516,2837800
2022-01-28,81.79000091552734,84.47000122070312,81.2300033569336,84.44000244140625,82.06537628173828,2491400
2022-01-31,84.18000030517578,85.58999633789062,83.69000244140625,85.41999816894531,83.01781463623047,4080700
2022-02-01,85.37999725341797,86.54000091552734,84.79000091552734,86.41999816894531,83.98967742919922,3224300
2022-02-02,86.3499984741211,88.43000030517578,86.29000091552734,88.23999786376953,85.75849914550781,4075600
2022-02-03,87.23999786376953,87.55999755859375,84.2699966430664,86.05999755859375,83.63982391357422,3680600
2022-02-04,85.55999755859375,87.19999694824219,84.86000061035156,86.81999969482422,84.37844848632812,3105500
2022-02-07,87.19000244140625,88.52999877929688,86.20999908447266,87.73999786376953,85.27257537841797,3003400
2022-02-08,87.73999786376953,89.44000244140625,87.54000091552734,89.16999816894531,86.662353515625,2786300
2022-02-09,90.05000305175781,91.87000274658203,89.8499984741211,91.69000244140625,89.11148834228516,3760600
2022-02-10,90.0,92.44000244140625,89.6500015258789,90.25,87.71198272705078,3886200
2022-02-11,90.23999786376953,90.5199966430664,87.04000091552734,87.33999633789062,84.8838119506836,3480500
2022-02-14,87.4000015258789,87.54000091552734,84.9800033569336,86.23999786376953,83.81475830078125,3006700
2022-02-15,87.1500015258789,89.1500015258789,86.83000183105469,89.05999755859375,86.55545043945312,3240800
2022-02-16,88.54000091552734,89.68000030517578,87.95999908447266,89.41999816894531,86.90533447265625,3161100
2022-02-17,88.4000015258789,88.62000274658203,85.75,85.91999816894531,83.75666046142578,2800500
2022-02-18,85.73999786376953,87.0199966430664,85.7300033569336,86.36000061035156,84.18557739257812,2553000
2022-02-22,86.16999816894531,86.79000091552734,84.3499984741211,85.2699966430664,83.12301635742188,2568000
2022-02-23,85.68000030517578,86.5199966430664,84.44000244140625,84.6500015258789,82.51862335205078,2943600
2022-02-24,82.68000030517578,86.4000015258789,82.36000061035156,86.08000183105469,83.91263580322266,3855800
2022-02-25,86.29000091552734,88.08000183105469,85.94999694824219,88.04000091552734,85.82327270507812,2892500
2022-02-28,86.5,87.0199966430664,84.9800033569336,86.12999725341797,83.96137237548828,3835600
2022-03-01,85.58000183105469,86.54000091552734,84.41000366210938,85.80000305175781,83.63967895507812,3327500
2022-03-02,86.51000213623047,88.7699966430664,86.27999877929688,88.19000244140625,85.9695053100586,4074100
2022-03-03,88.73999786376953,89.66999816894531,86.81999969482422,87.93000030517578,85.7160415649414,4163700
2022-03-04,87.22000122070312,89.0199966430664,86.47000122070312,88.87999725341797,86.64212799072266,3072300
2022-03-07,88.62000274658203,89.08999633789062,86.58999633789062,86.5999984741211,84.41952514648438,4496300
2022-03-08,85.79000091552734,88.8499984741211,85.79000091552734,87.4800033569336,85.2773666381836,4234800
2022-03-09,88.97000122070312,90.30000305175781,87.63999938964844,87.95999908447266,85.74527740478516,4135700
2022-03-10,86.80999755859375,88.06999969482422,85.81999969482422,87.66000366210938,85.45285034179688,2363500
2022-03-11,88.19999694824219,89.5,87.95999908447266,88.04000091552734,85.82327270507812,3576100
2022-03-14,88.2699966430664,89.19999694824219,87.20999908447266,87.43000030517578,85.2286376953125,4156800
2022-03-15,88.13999938964844,88.5199966430664,86.87999725341797,88.16999816894531,85.95000457763672,3190100
2022-03-16,88.45999908447266,89.7300033569336,87.29000091552734,89.69999694824219,87.44147491455078,3588300
2022-03-17,89.22000122070312,90.63999938964844,88.6500015258789,90.58000183105469,88.29932403564453,2305600
2022-03-18,90.41999816894531,91.83000183105469,89.30000305175781,91.72000122070312,89.4106216430664,4435000
2022-03-21,91.30999755859375,92.2699966430664,90.80999755859375,91.38999938964844,89.08892059326172,2245100
2022-03-22,91.80999755859375,93.47000122070312,91.73999786376953,93.12000274658203,90.77536010742188,2623600
2022-03-23,92.7699966430664,93.0,90.8499984741211,90.95999908447266,88.66975402832031,2448300
2022-03-24,91.16999816894531,91.91000366210938,90.6500015258789,91.19000244140625,88.89397430419922,2768200
2022-03-25,91.30999755859375,91.61000061035156,90.04000091552734,91.51000213623047,89.20591735839844,2205900
2022-03-28,91.44999694824219,92.23999786376953,90.87999725341797,91.54000091552734,89.23514556884766,3229000
2022-03-29,91.72000122070312,92.98999786376953,91.54000091552734,92.7300033569336,90.39519500732422,2483300
2022-03-30,92.45999908447266,92.80000305175781,91.05000305175781,91.38999938964844,89.08892059326172,2254600
2022-03-31,91.19999694824219,91.83999633789062,89.66000366210938,89.66999816894531,87.41223907470703,3228100
2022-04-01,90.01000213623047,90.37999725341797,89.41000366210938,90.01000213623047,87.74366760253906,2014800
2022-04-04,90.11000061035156,90.51000213623047,89.33999633789062,90.0199966430664,87.75341796875,2086000
2022-04-05,89.37000274658203,89.62999725341797,86.18000030517578,86.80000305175781,84.614501953125,4007500
2022-04-06,85.98999786376953,87.37000274658203,85.55000305175781,86.91000366210938,84.72174072265625,2239700
2022-04-07,86.7300033569336,88.4800033569336,86.44000244140625,87.80999755859375,85.59906768798828,1956000
2022-04-08,87.61000061035156,89.31999969482422,87.12999725341797,88.95999908447266,86.7201156616211,2406800
2022-04-11,88.61000061035156,89.23999786376953,87.11000061035156,87.20999908447266,85.01416778564453,1882000
2022-04-12,87.98999786376953,88.66999816894531,85.86000061035156,86.08999633789062,83.92237091064453,2295900
2022-04-13,85.8499984741211,86.80000305175781,85.06999969482422,86.05999755859375,83.89313507080078,3249200
2022-04-14,86.06999969482422,86.37999725341797,84.58000183105469,84.73999786376953,82.60635375976562,2616000
2022-04-18,84.55000305175781,85.41999816894531,84.06999969482422,84.61000061035156,82.47962951660156,1570900
2022-04-19,84.33000183105469,85.94999694824219,84.33000183105469,85.73999786376953,83.58118438720703,1790100
2022-04-20,86.54000091552734,87.2699966430664,86.02999877929688,86.20999908447266,84.03934478759766,2638300
2022-04-21,86.81999969482422,88.79000091552734,86.12999725341797,86.41999816894531,84.24404907226562,2291600
2022-04-22,86.30999755859375,86.3499984741211,82.93000030517578,83.16000366210938,81.06615447998047,3160400
2022-04-25,83.16000366210938,84.5199966430664,82.5199966430664,84.45999908447266,82.33341217041016,3720600
2022-04-26,83.80999755859375,84.16000366210938,81.97000122070312,82.2699966430664,80.19855499267578,3345400
2022-04-27,82.25,84.44999694824219,82.25,82.83999633789062,80.75419616699219,3258600
2022-04-28,83.69999694824219,84.43000030517578,82.77999877929688,83.97000122070312,81.85575866699219,3233600
2022-04-29,83.7699966430664,84.0,80.87000274658203,80.9000015258789,78.86305236816406,4299600
2022-05-02,80.94999694824219,81.86000061035156,79.45999908447266,80.66999816894531,78.63883972167969,4755200
2022-05-03,80.98999786376953,81.91000366210938,80.79000091552734,81.55000305175781,79.4966812133789,3675400
2022-05-04,81.8499984741211,84.41000366210938,80.22000122070312,84.36000061035156,82.2359390258789,4087400
2022-05-05,78.75,80.06999969482422,72.48999786376953,73.5999984741211,71.74685668945312,5034000
2022-05-06,73.02999877929688,75.66999816894531,72.5999984741211,75.5199966430664,73.6185073852539,3904700
2022-05-09,74.76000213623047,77.48999786376953,74.26000213623047,76.2699966430664,74.34961700439453,4522700
2022-05-10,77.23999786376953,77.61000061035156,73.91999816894531,74.44000244140625,72.56570434570312,3435000
2022-05-11,74.58000183105469,74.66999816894531,72.11000061035156,72.37999725341797,70.55756378173828,3219700
2022-05-12,71.81999969482422,73.86000061035156,71.76000213623047,73.54000091552734,71.68836975097656,3465200
2022-05-13,73.88999938964844,74.7300033569336,72.9800033569336,73.37999725341797,71.53238677978516,3455000
2022-05-16,73.47000122070312,73.58000183105469,72.38999938964844,72.58000183105469,70.75253295898438,4430000
2022-05-17,73.79000091552734,75.29000091552734,73.6500015258789,75.11000061035156,73.21884155273438,3055600
2022-05-18,74.22000122070312,74.66000366210938,70.12999725341797,70.2300033569336,68.46170806884766,4770100
2022-05-19,70.11000061035156,71.55000305175781,69.44000244140625,70.31999969482422,68.81400299072266,3236600
2022-05-20,71.0999984741211,71.45999908447266,69.3499984741211,70.83000183105469,69.31307220458984,2932600
2022-05-23,71.5199966430664,72.12000274658203,70.69999694824219,71.83999633789062,70.30142974853516,2533000
2022-05-24,70.19000244140625,71.95999908447266,70.19000244140625,71.4000015258789,69.87086486816406,2867900
2022-05-25,70.83000183105469,72.08999633789062,70.52999877929688,71.69000244140625,70.1546630859375,2899000
2022-05-26,72.12999725341797,73.29000091552734,72.12999725341797,72.73999786376953,71.18216705322266,2654500
2022-05-27,73.2300033569336,74.73999786376953,73.2300033569336,74.7300033569336,73.12954711914062,2524500
2022-05-31,74.25,75.0999984741211,73.56999969482422,74.69999694824219,73.1001968383789,4678300
2022-06-01,75.04000091552734,75.4000015258789,74.04000091552734,74.18000030517578,72.59132385253906,2332500
2022-06-02,74.2300033569336,74.9800033569336,73.3499984741211,74.95999908447266,73.3546142578125,2535000
2022-06-03,73.87999725341797,74.45999908447266,73.19999694824219,73.55999755859375,71.98460388183594,2289800
2022-06-06,74.25,74.54000091552734,73.51000213623047,73.87999725341797,72.29774475097656,2051000
2022-06-07,73.20999908447266,74.27999877929688,72.9800033569336,74.08999633789062,72.50324249267578,2237400
2022-06-08,73.72000122070312,74.18000030517578,72.75,73.11000061035156,71.54425048828125,1654600
2022-06-09,72.88999938964844,73.20999908447266,70.73999786376953,70.7699966430664,69.25435638427734,2299700
2022-06-10,69.55999755859375,70.56999969482422,68.93000030517578,69.91000366210938,68.41278076171875,3390200
2022-06-13,68.38999938964844,69.81999969482422,67.44999694824219,67.88999938964844,66.43603515625,4411300
2022-06-14,68.41999816894531,68.41999816894531,67.1500015258789,67.87000274658203,66.41646575927734,2372700
2022-06-15,68.54000091552734,69.47000122070312,67.45999908447266,68.48999786376953,67.02318572998047,2524600
2022-06-16,67.0999984741211,67.25,65.23999786376953,65.79000091552734,64.38101959228516,3612800
2022-06-17,66.23999786376953,67.01000213623047,65.43000030517578,66.5,65.0758056640625,5343600
2022-06-21,67.95999908447266,68.37000274658203,67.18000030517578,67.75,66.29904174804688,3415300
2022-06-22,66.9800033569336,68.05999755859375,66.68000030517578,67.4800033569336,66.03482055664062,3065600
2022-06-23,67.87000274658203,68.23999786376953,66.83999633789062,67.37999725341797,65.93695068359375,3215500
2022-06-24,68.1500015258789,70.31999969482422,68.0,70.26000213623047,68.75528717041016,3280400
2022-06-27,70.66999816894531,70.66999816894531,69.43000030517578,69.91000366210938,68.41278076171875,2530200
